"travelCode","userCode","from","to","flightType","price","time","distance","agency","date"
2077,18,"Recife (PE)","Aracaju (SE)","economic",663.23,1.44,555.74,"Rainbow","03/28/2021"
2078,18,"Brasilia (DF)","Sao Paulo (SP)","economic",538.95,0.67,257.81,"CloudFy","04/01/2021"
2078,18,"Sao Paulo (SP)","Brasilia (DF)","economic",389.47,0.67,257.81,"CloudFy","04/04/2021"
2079,18,"Aracaju (SE)","Rio de Janeiro (RJ)","economic",717.04,1.55,597.61,"CloudFy","04/08/2021"
2079,18,"Rio de Janeiro (RJ)","Aracaju (SE)","economic",796.42,1.55,597.61,"CloudFy","04/09/2021"
2080,18,"Brasilia (DF)","Rio de Janeiro (RJ)","firstClass",586.04,0.48,183.37,"Rainbow","04/15/2021"
2080,18,"Rio de Janeiro (RJ)","Brasilia (DF)","firstClass",687.25,0.48,183.37,"Rainbow","04/19/2021"
2081,18,"Brasilia (DF)","Rio de Janeiro (RJ)","economic",344.26,0.48,183.37,"CloudFy","04/22/2021"
2081,18,"Rio de Janeiro (RJ)","Brasilia (DF)","economic",369.57,0.48,183.37,"CloudFy","04/23/2021"
2082,18,"Recife (PE)","Aracaju (SE)","economic",663.23,1.44,555.74,"Rainbow","04/29/2021"
2082,18,"Aracaju (SE)","Recife (PE)","economic",602.49,1.44,555.74,"Rainbow","05/01/2021"
2083,18,"Aracaju (SE)","Campo Grande (MS)","firstClass",1387.89,1.69,650.1,"Rainbow","05/06/2021"
2083,18,"Campo Grande (MS)","Aracaju (SE)","firstClass",1545.78,1.69,650.1,"Rainbow","05/07/2021"
2084,18,"Aracaju (SE)","Sao Paulo (SP)","firstClass",756.3,1.02,392.76,"FlyingDrops","05/13/2021"
2084,18,"Sao Paulo (SP)","Aracaju (SE)","firstClass",1269.73,1.02,392.76,"FlyingDrops","05/16/2021"
2085,18,"Recife (PE)","Campo Grande (MS)","firstClass",1069.12,1.39,535.4,"Rainbow","05/20/2021"
2085,18,"Campo Grande (MS)","Recife (PE)","firstClass",1185.95,1.39,535.4,"Rainbow","05/21/2021"
2086,18,"Brasilia (DF)","Aracaju (SE)","premium",965.62,1.11,425.98,"Rainbow","05/27/2021"
2086,18,"Aracaju (SE)","Brasilia (DF)","premium",706.36,1.11,425.98,"Rainbow","05/29/2021"
2087,18,"Brasilia (DF)","Sao Paulo (SP)","firstClass",904,0.67,257.81,"FlyingDrops","06/03/2021"
2087,18,"Sao Paulo (SP)","Brasilia (DF)","firstClass",727.31,0.67,257.81,"FlyingDrops","06/04/2021"
2088,18,"Brasilia (DF)","Salvador (BH)","economic",958.15,1.76,676.56,"CloudFy","06/10/2021"
2088,18,"Salvador (BH)","Brasilia (DF)","economic",587.85,1.76,676.56,"CloudFy","06/11/2021"
2089,18,"Brasilia (DF)","Sao Paulo (SP)","firstClass",893.65,0.67,257.81,"CloudFy","06/17/2021"
2089,18,"Sao Paulo (SP)","Brasilia (DF)","firstClass",742.94,0.67,257.81,"CloudFy","06/20/2021"
2090,18,"Aracaju (SE)","Rio de Janeiro (RJ)","firstClass",1183.57,1.55,597.61,"CloudFy","06/24/2021"
2090,18,"Rio de Janeiro (RJ)","Aracaju (SE)","firstClass",1446.4,1.55,597.61,"CloudFy","06/25/2021"
2091,18,"Recife (PE)","Aracaju (SE)","premium",932.84,1.44,555.74,"CloudFy","07/01/2021"
2091,18,"Aracaju (SE)","Recife (PE)","premium",835.21,1.44,555.74,"CloudFy","07/03/2021"
2092,18,"Recife (PE)","Salvador (BH)","firstClass",1484.94,2.05,788.55,"CloudFy","07/08/2021"
2092,18,"Salvador (BH)","Recife (PE)","firstClass",1440.02,2.05,788.55,"CloudFy","07/11/2021"
2093,18,"Brasilia (DF)","Florianopolis (SC)","economic",884.94,1.66,637.56,"CloudFy","07/15/2021"
2093,18,"Florianopolis (SC)","Brasilia (DF)","economic",636.51,1.66,637.56,"CloudFy","07/18/2021"
2094,18,"Aracaju (SE)","Natal (RN)","economic",380.32,0.46,176.33,"Rainbow","07/22/2021"
2094,18,"Natal (RN)","Aracaju (SE)","economic",301.61,0.46,176.33,"Rainbow","07/23/2021"
2095,18,"Brasilia (DF)","Sao Paulo (SP)","premium",750,0.67,257.81,"Rainbow","07/29/2021"
2095,18,"Sao Paulo (SP)","Brasilia (DF)","premium",586.06,0.67,257.81,"Rainbow","07/31/2021"
2096,18,"Aracaju (SE)","Campo Grande (MS)","firstClass",1376.09,1.69,650.1,"FlyingDrops","08/05/2021"
2096,18,"Campo Grande (MS)","Aracaju (SE)","firstClass",1473.41,1.69,650.1,"FlyingDrops","08/06/2021"
2097,18,"Aracaju (SE)","Rio de Janeiro (RJ)","firstClass",1189.86,1.55,597.61,"Rainbow","08/12/2021"
2097,18,"Rio de Janeiro (RJ)","Aracaju (SE)","firstClass",1386.46,1.55,597.61,"Rainbow","08/15/2021"
2098,18,"Aracaju (SE)","Florianopolis (SC)","economic",852.18,2.1,808.85,"Rainbow","08/19/2021"
2098,18,"Florianopolis (SC)","Aracaju (SE)","economic",819.41,2.1,808.85,"Rainbow","08/22/2021"
2099,18,"Aracaju (SE)","Sao Paulo (SP)","firstClass",752.27,1.02,392.76,"Rainbow","08/26/2021"
2099,18,"Sao Paulo (SP)","Aracaju (SE)","firstClass",1159.84,1.02,392.76,"Rainbow","08/27/2021"
2100,18,"Aracaju (SE)","Salvador (BH)","firstClass",1723.71,2.16,830.86,"Rainbow","09/02/2021"
2100,18,"Salvador (BH)","Aracaju (SE)","firstClass",1520.02,2.16,830.86,"Rainbow","09/03/2021"
2101,18,"Brasilia (DF)","Salvador (BH)","premium",1346.6,1.76,676.56,"CloudFy","09/09/2021"
2101,18,"Salvador (BH)","Brasilia (DF)","premium",836.89,1.76,676.56,"CloudFy","09/11/2021"
2102,18,"Recife (PE)","Campo Grande (MS)","economic",615.59,1.39,535.4,"Rainbow","09/16/2021"
2102,18,"Campo Grande (MS)","Recife (PE)","economic",674.16,1.39,535.4,"Rainbow","09/19/2021"
2103,18,"Recife (PE)","Rio de Janeiro (RJ)","premium",1270.03,2.3,885.57,"CloudFy","09/23/2021"
2103,18,"Rio de Janeiro (RJ)","Recife (PE)","premium",1333.52,2.3,885.57,"CloudFy","09/27/2021"
2104,18,"Aracaju (SE)","Sao Paulo (SP)","premium",588.14,1.02,392.76,"Rainbow","09/30/2021"
2104,18,"Sao Paulo (SP)","Aracaju (SE)","premium",962.54,1.02,392.76,"Rainbow","10/02/2021"
2105,18,"Brasilia (DF)","Rio de Janeiro (RJ)","firstClass",586.04,0.48,183.37,"Rainbow","10/07/2021"
2105,18,"Rio de Janeiro (RJ)","Brasilia (DF)","firstClass",687.25,0.48,183.37,"Rainbow","10/09/2021"
2106,18,"Brasilia (DF)","Sao Paulo (SP)","premium",750,0.67,257.81,"Rainbow","10/14/2021"
2106,18,"Sao Paulo (SP)","Brasilia (DF)","premium",586.06,0.67,257.81,"Rainbow","10/17/2021"
2107,18,"Aracaju (SE)","Natal (RN)","economic",332.1,0.46,176.33,"CloudFy","10/21/2021"
2107,18,"Natal (RN)","Aracaju (SE)","economic",361.68,0.46,176.33,"CloudFy","10/23/2021"
2108,18,"Brasilia (DF)","Aracaju (SE)","firstClass",1214.82,1.11,425.98,"Rainbow","10/28/2021"
2108,18,"Aracaju (SE)","Brasilia (DF)","firstClass",959.29,1.11,425.98,"Rainbow","11/01/2021"
2109,18,"Recife (PE)","Aracaju (SE)","firstClass",1300.81,1.44,555.74,"FlyingDrops","11/04/2021"
2109,18,"Aracaju (SE)","Recife (PE)","firstClass",1088.87,1.44,555.74,"FlyingDrops","11/08/2021"
2110,18,"Aracaju (SE)","Florianopolis (SC)","firstClass",1582.41,2.1,808.85,"Rainbow","11/11/2021"
2110,18,"Florianopolis (SC)","Aracaju (SE)","firstClass",1582.1,2.1,808.85,"Rainbow","11/12/2021"
2111,18,"Recife (PE)","Aracaju (SE)","economic",684.88,1.44,555.74,"CloudFy","11/18/2021"
2111,18,"Aracaju (SE)","Recife (PE)","economic",604.14,1.44,555.74,"CloudFy","11/20/2021"
2112,18,"Brasilia (DF)","Salvador (BH)","economic",958.15,1.76,676.56,"CloudFy","11/25/2021"
2112,18,"Salvador (BH)","Brasilia (DF)","economic",587.85,1.76,676.56,"CloudFy","11/29/2021"
2113,18,"Recife (PE)","Natal (RN)","premium",488.73,0.58,222.67,"Rainbow","12/02/2021"
2113,18,"Natal (RN)","Recife (PE)","premium",579.62,0.58,222.67,"Rainbow","12/06/2021"
2114,18,"Aracaju (SE)","Rio de Janeiro (RJ)","premium",930.12,1.55,597.61,"Rainbow","12/09/2021"
2114,18,"Rio de Janeiro (RJ)","Aracaju (SE)","premium",1098.93,1.55,597.61,"Rainbow","12/11/2021"
2115,18,"Recife (PE)","Aracaju (SE)","firstClass",1181.19,1.44,555.74,"Rainbow","12/16/2021"
2115,18,"Aracaju (SE)","Recife (PE)","firstClass",1119.47,1.44,555.74,"Rainbow","12/19/2021"
2116,18,"Aracaju (SE)","Recife (PE)","firstClass",1119.47,1.44,555.74,"Rainbow","12/23/2021"
2116,18,"Recife (PE)","Aracaju (SE)","firstClass",1181.19,1.44,555.74,"Rainbow","12/27/2021"
2117,18,"Recife (PE)","Rio de Janeiro (RJ)","premium",1270.03,2.3,885.57,"CloudFy","12/30/2021"
2117,18,"Rio de Janeiro (RJ)","Recife (PE)","premium",1333.52,2.3,885.57,"CloudFy","01/01/2022"
2118,18,"Recife (PE)","Natal (RN)","firstClass",628.96,0.58,222.67,"Rainbow","01/06/2022"
2118,18,"Natal (RN)","Recife (PE)","firstClass",806.91,0.58,222.67,"Rainbow","01/10/2022"
2119,18,"Brasilia (DF)","Salvador (BH)","firstClass",1665.24,1.76,676.56,"Rainbow","01/13/2022"
2119,18,"Salvador (BH)","Brasilia (DF)","firstClass",1040.84,1.76,676.56,"Rainbow","01/14/2022"
2120,18,"Recife (PE)","Campo Grande (MS)","firstClass",1069.12,1.39,535.4,"Rainbow","01/20/2022"
2120,18,"Campo Grande (MS)","Recife (PE)","firstClass",1185.95,1.39,535.4,"Rainbow","01/22/2022"
2121,18,"Recife (PE)","Rio de Janeiro (RJ)","firstClass",1611.14,2.3,885.57,"Rainbow","01/27/2022"
2121,18,"Rio de Janeiro (RJ)","Recife (PE)","firstClass",1617.81,2.3,885.57,"Rainbow","01/31/2022"
2122,18,"Recife (PE)","Rio de Janeiro (RJ)","firstClass",1611.14,2.3,885.57,"Rainbow","02/03/2022"
2122,18,"Rio de Janeiro (RJ)","Recife (PE)","firstClass",1617.81,2.3,885.57,"Rainbow","02/05/2022"
2123,18,"Recife (PE)","Brasilia (DF)","firstClass",709.25,0.63,242.21,"CloudFy","02/10/2022"
2123,18,"Brasilia (DF)","Recife (PE)","firstClass",804.24,0.63,242.21,"CloudFy","02/14/2022"
2124,18,"Recife (PE)","Brasilia (DF)","firstClass",721.93,0.63,242.21,"Rainbow","02/17/2022"
2124,18,"Brasilia (DF)","Recife (PE)","firstClass",772.21,0.63,242.21,"Rainbow","02/21/2022"
2125,18,"Brasilia (DF)","Aracaju (SE)","firstClass",1214.82,1.11,425.98,"Rainbow","02/24/2022"
2125,18,"Aracaju (SE)","Brasilia (DF)","firstClass",959.29,1.11,425.98,"Rainbow","02/28/2022"
2126,18,"Recife (PE)","Rio de Janeiro (RJ)","premium",1351.89,2.3,885.57,"Rainbow","03/03/2022"
2126,18,"Rio de Janeiro (RJ)","Recife (PE)","premium",1306.26,2.3,885.57,"Rainbow","03/07/2022"
2127,18,"Recife (PE)","Natal (RN)","firstClass",628.96,0.58,222.67,"Rainbow","03/10/2022"
2127,18,"Natal (RN)","Recife (PE)","firstClass",806.91,0.58,222.67,"Rainbow","03/11/2022"
2128,18,"Recife (PE)","Florianopolis (SC)","firstClass",1371.83,1.76,676.53,"Rainbow","03/17/2022"
2128,18,"Florianopolis (SC)","Recife (PE)","firstClass",1175.62,1.76,676.53,"Rainbow","03/19/2022"
2129,18,"Brasilia (DF)","Campo Grande (MS)","firstClass",1069.61,0.72,277.7,"Rainbow","03/24/2022"
2129,18,"Campo Grande (MS)","Brasilia (DF)","firstClass",870.91,0.72,277.7,"Rainbow","03/27/2022"
2130,18,"Aracaju (SE)","Recife (PE)","firstClass",1088.87,1.44,555.74,"FlyingDrops","03/31/2022"
2130,18,"Recife (PE)","Aracaju (SE)","firstClass",1300.81,1.44,555.74,"FlyingDrops","04/02/2022"
2131,18,"Aracaju (SE)","Florianopolis (SC)","economic",852.18,2.1,808.85,"Rainbow","04/07/2022"
2131,18,"Florianopolis (SC)","Aracaju (SE)","economic",819.41,2.1,808.85,"Rainbow","04/09/2022"
2132,18,"Aracaju (SE)","Campo Grande (MS)","economic",743.54,1.69,650.1,"Rainbow","04/14/2022"
2132,18,"Campo Grande (MS)","Aracaju (SE)","economic",877.56,1.69,650.1,"Rainbow","04/17/2022"
2133,19,"Brasilia (DF)","Sao Paulo (SP)","firstClass",992.17,0.67,257.81,"Rainbow","09/26/2019"
2133,19,"Sao Paulo (SP)","Brasilia (DF)","firstClass",824.31,0.67,257.81,"Rainbow","09/27/2019"
2134,19,"Brasilia (DF)","Recife (PE)","premium",568.38,0.63,242.21,"CloudFy","10/03/2019"
2134,19,"Recife (PE)","Brasilia (DF)","premium",573.61,0.63,242.21,"CloudFy","10/06/2019"
2135,19,"Recife (PE)","Sao Paulo (SP)","economic",513.06,1.26,486.52,"CloudFy","10/10/2019"
2135,19,"Sao Paulo (SP)","Recife (PE)","economic",829.91,1.26,486.52,"CloudFy","10/12/2019"
2136,19,"Aracaju (SE)","Recife (PE)","economic",602.49,1.44,555.74,"Rainbow","10/17/2019"
2136,19,"Recife (PE)","Aracaju (SE)","economic",663.23,1.44,555.74,"Rainbow","10/19/2019"
2137,19,"Recife (PE)","Brasilia (DF)","economic",393.68,0.63,242.21,"CloudFy","10/24/2019"
2137,19,"Brasilia (DF)","Recife (PE)","economic",432.1,0.63,242.21,"CloudFy","10/28/2019"
2138,19,"Recife (PE)","Sao Paulo (SP)","firstClass",980.83,1.26,486.52,"Rainbow","10/31/2019"
2138,19,"Sao Paulo (SP)","Recife (PE)","firstClass",1573.5,1.26,486.52,"Rainbow","11/04/2019"
2139,19,"Recife (PE)","Salvador (BH)","firstClass",1484.94,2.05,788.55,"CloudFy","11/07/2019"
2139,19,"Salvador (BH)","Recife (PE)","firstClass",1440.02,2.05,788.55,"CloudFy","11/10/2019"
2140,19,"Aracaju (SE)","Natal (RN)","economic",332.1,0.46,176.33,"CloudFy","11/14/2019"
2140,19,"Natal (RN)","Aracaju (SE)","economic",361.68,0.46,176.33,"CloudFy","11/17/2019"
2141,19,"Brasilia (DF)","Recife (PE)","premium",559.13,0.63,242.21,"Rainbow","11/21/2019"
2141,19,"Recife (PE)","Brasilia (DF)","premium",638.63,0.63,242.21,"Rainbow","11/25/2019"
2142,19,"Brasilia (DF)","Salvador (BH)","premium",1346.6,1.76,676.56,"CloudFy","11/28/2019"
2142,19,"Salvador (BH)","Brasilia (DF)","premium",836.89,1.76,676.56,"CloudFy","11/29/2019"
2143,19,"Recife (PE)","Campo Grande (MS)","firstClass",1069.12,1.39,535.4,"Rainbow","12/05/2019"
2143,19,"Campo Grande (MS)","Recife (PE)","firstClass",1185.95,1.39,535.4,"Rainbow","12/09/2019"
2144,19,"Aracaju (SE)","Campo Grande (MS)","economic",750.92,1.69,650.1,"CloudFy","12/12/2019"
2144,19,"Campo Grande (MS)","Aracaju (SE)","economic",886.9,1.69,650.1,"CloudFy","12/16/2019"
2145,19,"Aracaju (SE)","Salvador (BH)","economic",964.83,2.16,830.86,"CloudFy","12/19/2019"
2145,19,"Salvador (BH)","Aracaju (SE)","economic",811.73,2.16,830.86,"CloudFy","12/20/2019"
2146,19,"Brasilia (DF)","Recife (PE)","economic",432.1,0.63,242.21,"CloudFy","12/26/2019"
2146,19,"Recife (PE)","Brasilia (DF)","economic",393.68,0.63,242.21,"CloudFy","12/29/2019"
2147,19,"Recife (PE)","Rio de Janeiro (RJ)","economic",910.7,2.3,885.57,"CloudFy","01/02/2020"
2147,19,"Rio de Janeiro (RJ)","Recife (PE)","economic",952.83,2.3,885.57,"CloudFy","01/04/2020"
2148,19,"Aracaju (SE)","Florianopolis (SC)","premium",1174.97,2.1,808.85,"CloudFy","01/09/2020"
2148,19,"Florianopolis (SC)","Aracaju (SE)","premium",1149.53,2.1,808.85,"CloudFy","01/13/2020"
2149,19,"Aracaju (SE)","Rio de Janeiro (RJ)","firstClass",1183.57,1.55,597.61,"CloudFy","01/16/2020"
2149,19,"Rio de Janeiro (RJ)","Aracaju (SE)","firstClass",1446.4,1.55,597.61,"CloudFy","01/17/2020"
2150,19,"Brasilia (DF)","Salvador (BH)","premium",1268.97,1.76,676.56,"Rainbow","01/23/2020"
2150,19,"Salvador (BH)","Brasilia (DF)","premium",882.86,1.76,676.56,"Rainbow","01/27/2020"
2151,19,"Brasilia (DF)","Campo Grande (MS)","economic",583.6,0.72,277.7,"CloudFy","01/30/2020"
2151,19,"Campo Grande (MS)","Brasilia (DF)","economic",506.56,0.72,277.7,"CloudFy","02/02/2020"
2152,19,"Recife (PE)","Rio de Janeiro (RJ)","firstClass",1706.89,2.3,885.57,"FlyingDrops","02/06/2020"
2152,19,"Rio de Janeiro (RJ)","Recife (PE)","firstClass",1702.23,2.3,885.57,"FlyingDrops","02/09/2020"
2153,19,"Recife (PE)","Aracaju (SE)","firstClass",1166.1,1.44,555.74,"CloudFy","02/13/2020"
2153,19,"Aracaju (SE)","Recife (PE)","firstClass",1124.11,1.44,555.74,"CloudFy","02/17/2020"
2154,19,"Brasilia (DF)","Sao Paulo (SP)","premium",750,0.67,257.81,"Rainbow","02/20/2020"
2154,19,"Sao Paulo (SP)","Brasilia (DF)","premium",586.06,0.67,257.81,"Rainbow","02/22/2020"
2155,19,"Brasilia (DF)","Aracaju (SE)","premium",965.62,1.11,425.98,"Rainbow","02/27/2020"
2155,19,"Aracaju (SE)","Brasilia (DF)","premium",706.36,1.11,425.98,"Rainbow","02/28/2020"
2156,19,"Brasilia (DF)","Campo Grande (MS)","firstClass",1069.61,0.72,277.7,"Rainbow","03/05/2020"
2156,19,"Campo Grande (MS)","Brasilia (DF)","firstClass",870.91,0.72,277.7,"Rainbow","03/07/2020"
2157,19,"Recife (PE)","Rio de Janeiro (RJ)","premium",1351.89,2.3,885.57,"Rainbow","03/12/2020"
2157,19,"Rio de Janeiro (RJ)","Recife (PE)","premium",1306.26,2.3,885.57,"Rainbow","03/15/2020"
2158,19,"Aracaju (SE)","Rio de Janeiro (RJ)","firstClass",1189.86,1.55,597.61,"Rainbow","03/19/2020"
2158,19,"Rio de Janeiro (RJ)","Aracaju (SE)","firstClass",1386.46,1.55,597.61,"Rainbow","03/23/2020"
2159,19,"Aracaju (SE)","Recife (PE)","firstClass",1119.47,1.44,555.74,"Rainbow","03/26/2020"
2159,19,"Recife (PE)","Aracaju (SE)","firstClass",1181.19,1.44,555.74,"Rainbow","03/28/2020"
2160,19,"Aracaju (SE)","Salvador (BH)","premium",1289.05,2.16,830.86,"Rainbow","04/02/2020"
2160,19,"Salvador (BH)","Aracaju (SE)","premium",1247.02,2.16,830.86,"Rainbow","04/03/2020"
2161,19,"Recife (PE)","Campo Grande (MS)","firstClass",1069.12,1.39,535.4,"Rainbow","04/09/2020"
2161,19,"Campo Grande (MS)","Recife (PE)","firstClass",1185.95,1.39,535.4,"Rainbow","04/13/2020"
2162,19,"Recife (PE)","Salvador (BH)","economic",861.68,2.05,788.55,"Rainbow","04/16/2020"
2162,19,"Salvador (BH)","Recife (PE)","economic",751.37,2.05,788.55,"Rainbow","04/18/2020"
2163,19,"Brasilia (DF)","Sao Paulo (SP)","firstClass",904,0.67,257.81,"FlyingDrops","04/23/2020"
2163,19,"Sao Paulo (SP)","Brasilia (DF)","firstClass",727.31,0.67,257.81,"FlyingDrops","04/26/2020"
2164,19,"Brasilia (DF)","Sao Paulo (SP)","economic",538.95,0.67,257.81,"CloudFy","04/30/2020"
2164,19,"Sao Paulo (SP)","Brasilia (DF)","economic",389.47,0.67,257.81,"CloudFy","05/03/2020"
2165,19,"Aracaju (SE)","Natal (RN)","firstClass",549.96,0.46,176.33,"Rainbow","05/07/2020"
2165,19,"Natal (RN)","Aracaju (SE)","firstClass",611.4,0.46,176.33,"Rainbow","05/10/2020"
2166,19,"Aracaju (SE)","Recife (PE)","economic",602.49,1.44,555.74,"Rainbow","05/14/2020"
2166,19,"Recife (PE)","Aracaju (SE)","economic",663.23,1.44,555.74,"Rainbow","05/18/2020"
2167,19,"Aracaju (SE)","Campo Grande (MS)","premium",1116.83,1.69,650.1,"Rainbow","05/21/2020"
2167,19,"Campo Grande (MS)","Aracaju (SE)","premium",1146.95,1.69,650.1,"Rainbow","05/25/2020"
2168,19,"Aracaju (SE)","Campo Grande (MS)","premium",1116.83,1.69,650.1,"Rainbow","05/28/2020"
2168,19,"Campo Grande (MS)","Aracaju (SE)","premium",1146.95,1.69,650.1,"Rainbow","05/29/2020"
2169,19,"Recife (PE)","Brasilia (DF)","firstClass",697.22,0.63,242.21,"FlyingDrops","06/04/2020"
2169,19,"Brasilia (DF)","Recife (PE)","firstClass",691.39,0.63,242.21,"FlyingDrops","06/06/2020"
2170,19,"Brasilia (DF)","Rio de Janeiro (RJ)","firstClass",649.64,0.48,183.37,"CloudFy","06/11/2020"
2170,19,"Rio de Janeiro (RJ)","Brasilia (DF)","firstClass",688.06,0.48,183.37,"CloudFy","06/14/2020"
2171,19,"Aracaju (SE)","Rio de Janeiro (RJ)","firstClass",1183.57,1.55,597.61,"CloudFy","06/18/2020"
2171,19,"Rio de Janeiro (RJ)","Aracaju (SE)","firstClass",1446.4,1.55,597.61,"CloudFy","06/20/2020"
2172,19,"Aracaju (SE)","Rio de Janeiro (RJ)","firstClass",1189.86,1.55,597.61,"Rainbow","06/25/2020"
2172,19,"Rio de Janeiro (RJ)","Aracaju (SE)","firstClass",1386.46,1.55,597.61,"Rainbow","06/28/2020"
2173,19,"Brasilia (DF)","Recife (PE)","firstClass",772.21,0.63,242.21,"Rainbow","07/02/2020"
2173,19,"Recife (PE)","Brasilia (DF)","firstClass",721.93,0.63,242.21,"Rainbow","07/05/2020"
2174,19,"Aracaju (SE)","Rio de Janeiro (RJ)","firstClass",1183.57,1.55,597.61,"CloudFy","07/09/2020"
2174,19,"Rio de Janeiro (RJ)","Aracaju (SE)","firstClass",1446.4,1.55,597.61,"CloudFy","07/13/2020"
2175,19,"Aracaju (SE)","Florianopolis (SC)","economic",852.18,2.1,808.85,"Rainbow","07/16/2020"
2175,19,"Florianopolis (SC)","Aracaju (SE)","economic",819.41,2.1,808.85,"Rainbow","07/18/2020"
2176,19,"Brasilia (DF)","Aracaju (SE)","firstClass",1214.82,1.11,425.98,"Rainbow","07/23/2020"
2176,19,"Aracaju (SE)","Brasilia (DF)","firstClass",959.29,1.11,425.98,"Rainbow","07/25/2020"
2177,19,"Aracaju (SE)","Rio de Janeiro (RJ)","firstClass",1189.86,1.55,597.61,"Rainbow","07/30/2020"
2177,19,"Rio de Janeiro (RJ)","Aracaju (SE)","firstClass",1386.46,1.55,597.61,"Rainbow","07/31/2020"
2178,19,"Aracaju (SE)","Natal (RN)","firstClass",549.96,0.46,176.33,"Rainbow","08/06/2020"
2178,19,"Natal (RN)","Aracaju (SE)","firstClass",611.4,0.46,176.33,"Rainbow","08/07/2020"
2179,19,"Brasilia (DF)","Natal (RN)","firstClass",1313.76,1.43,550.69,"CloudFy","08/13/2020"
2179,19,"Natal (RN)","Brasilia (DF)","firstClass",1300.53,1.43,550.69,"CloudFy","08/17/2020"
2180,19,"Aracaju (SE)","Salvador (BH)","firstClass",1684.05,2.16,830.86,"CloudFy","08/20/2020"
2180,19,"Salvador (BH)","Aracaju (SE)","firstClass",1531.92,2.16,830.86,"CloudFy","08/22/2020"
2181,19,"Recife (PE)","Florianopolis (SC)","economic",761.2,1.76,676.53,"CloudFy","08/27/2020"
2181,19,"Florianopolis (SC)","Recife (PE)","economic",674.52,1.76,676.53,"CloudFy","08/30/2020"
2182,19,"Recife (PE)","Sao Paulo (SP)","firstClass",883.63,1.26,486.52,"CloudFy","09/03/2020"
2182,19,"Sao Paulo (SP)","Recife (PE)","firstClass",1533.42,1.26,486.52,"CloudFy","09/06/2020"
2183,19,"Brasilia (DF)","Sao Paulo (SP)","firstClass",904,0.67,257.81,"FlyingDrops","09/10/2020"
2183,19,"Sao Paulo (SP)","Brasilia (DF)","firstClass",727.31,0.67,257.81,"FlyingDrops","09/14/2020"
2184,19,"Brasilia (DF)","Rio de Janeiro (RJ)","economic",371.04,0.48,183.37,"Rainbow","09/17/2020"
2184,19,"Rio de Janeiro (RJ)","Brasilia (DF)","economic",364.34,0.48,183.37,"Rainbow","09/18/2020"
2185,19,"Brasilia (DF)","Florianopolis (SC)","firstClass",1576.97,1.66,637.56,"Rainbow","09/24/2020"
2185,19,"Florianopolis (SC)","Brasilia (DF)","firstClass",1087.18,1.66,637.56,"Rainbow","09/28/2020"
2186,19,"Recife (PE)","Sao Paulo (SP)","firstClass",980.83,1.26,486.52,"Rainbow","10/01/2020"
2186,19,"Sao Paulo (SP)","Recife (PE)","firstClass",1573.5,1.26,486.52,"Rainbow","10/03/2020"
2187,19,"Recife (PE)","Florianopolis (SC)","firstClass",1371.83,1.76,676.53,"Rainbow","10/08/2020"
2187,19,"Florianopolis (SC)","Recife (PE)","firstClass",1175.62,1.76,676.53,"Rainbow","10/10/2020"
2188,19,"Aracaju (SE)","Recife (PE)","firstClass",1088.87,1.44,555.74,"FlyingDrops","10/15/2020"
2188,19,"Recife (PE)","Aracaju (SE)","firstClass",1300.81,1.44,555.74,"FlyingDrops","10/19/2020"
2189,19,"Brasilia (DF)","Florianopolis (SC)","firstClass",1576.97,1.66,637.56,"Rainbow","10/22/2020"
2189,19,"Florianopolis (SC)","Brasilia (DF)","firstClass",1087.18,1.66,637.56,"Rainbow","10/23/2020"
2190,19,"Brasilia (DF)","Recife (PE)","premium",559.13,0.63,242.21,"Rainbow","10/29/2020"
2190,19,"Recife (PE)","Brasilia (DF)","premium",638.63,0.63,242.21,"Rainbow","11/02/2020"
2191,19,"Aracaju (SE)","Florianopolis (SC)","firstClass",1499.93,2.1,808.85,"FlyingDrops","11/05/2020"
2191,19,"Florianopolis (SC)","Aracaju (SE)","firstClass",1574.28,2.1,808.85,"FlyingDrops","11/07/2020"
2192,19,"Recife (PE)","Sao Paulo (SP)","firstClass",954.78,1.26,486.52,"FlyingDrops","11/12/2020"
2192,19,"Sao Paulo (SP)","Recife (PE)","firstClass",1464.89,1.26,486.52,"FlyingDrops","11/16/2020"
2193,19,"Brasilia (DF)","Sao Paulo (SP)","firstClass",893.65,0.67,257.81,"CloudFy","11/19/2020"
2193,19,"Sao Paulo (SP)","Brasilia (DF)","firstClass",742.94,0.67,257.81,"CloudFy","11/20/2020"
2194,19,"Recife (PE)","Rio de Janeiro (RJ)","premium",1270.03,2.3,885.57,"CloudFy","11/26/2020"
2194,19,"Rio de Janeiro (RJ)","Recife (PE)","premium",1333.52,2.3,885.57,"CloudFy","11/28/2020"
2195,19,"Recife (PE)","Sao Paulo (SP)","firstClass",980.83,1.26,486.52,"Rainbow","12/03/2020"
2195,19,"Sao Paulo (SP)","Recife (PE)","firstClass",1573.5,1.26,486.52,"Rainbow","12/04/2020"
2196,19,"Brasilia (DF)","Florianopolis (SC)","economic",884.94,1.66,637.56,"CloudFy","12/10/2020"
2196,19,"Florianopolis (SC)","Brasilia (DF)","economic",636.51,1.66,637.56,"CloudFy","12/12/2020"
2197,19,"Recife (PE)","Campo Grande (MS)","premium",832.77,1.39,535.4,"Rainbow","12/17/2020"
